Track Name,Artist Names,Lyrics
good 4 u,Olivia Rodrigo,"257 ContributorsTranslationsEspañolTürkçeSvenskaPortuguêsPortuguês日本語ItalianoMagyarDeutschFrançaisChinese TraditionalالعربيةNorsk (bokmål / riksmål)Русский​good 4 u Lyrics
(Ah)

Well, good for you, I guess you moved on really easily
You found a new girl and it only took a couple weeks
Remember when you said that you wanted to give me the world?
(World)
And good for you, I guess that you've been workin' on yourself
I guess that therapist I found for you, she really helped
Now you can be a better man for your brand-new girl (Girl)

Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
God, I wish that I could do that
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

Well, good for you, I guess you're gettin' everything you want (Ah)
You bought a new car and your career's really takin' off (Ah)
It's like we never even happened
Baby, what the fuck is up with that? (Ah)
And good for you, it's like you never even met me
Remember when you swore to God I was the only
Person who ever got you? Well, screw that, and screw you
You will never have to hurt the way you know that I do
See Olivia Rodrigo LiveGet tickets as low as $44You might also like
Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
God, I wish that I could do that
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

(Ah-ah-ah-ah)
(Ah-ah-ah-ah)

Maybe I'm too emotional
But your apathy's like a wound in salt
Maybe I'm too emotional
Or maybe you never cared at all
Maybe I'm too emotional
Your apathy is like a wound in salt
Maybe I'm too emotional
Or maybe you never cared at all
Well, good for you
You look happy and healthy, not me
If you ever cared to ask
Good for you
You're doin' great out there without me, baby
Like a damn sociopath
I've lost my mind, I've spent the night
Cryin' on the floor of my bathroom
But you're so unaffected, I really don't get it
But I guess good for you

Well, good for you, I guess you moved on really easily261Embed"
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,"The Weeknd, Ariana Grande","7 ContributorsNicki Minaj  LyricsMixtapes:Playtime Is OverSucka FreeBeam Me Up ScottyStudio Albums:Pink Friday (2010)Pink Friday: Roman Reloaded (2012)The Re-Up (2012)The Pinkprint (2014)Queen (2018)Beam Me Up Scotty (2021)NM5 (2022)Non-Album/Promotional Singles:201020112014201620192020As Featured Artist:2003200420062007200820092010201120122013201420152016201720182019202020212022?Unreleased:20082009201020112012201420162018201920202021?MixtapesPlaytime Is Over (2007)Sucka Free (2008)Beam Me Up Scotty (2009)Playtime Is Over (July 5, 2007) ↗
1. 1-900-Ms-Minaj (feat. Gravy, Ransom, Murda Mook, Red Cafe & Hell Rell)
2. Dreams
3. Wuchoo Know
4. Upgrade (Interlude) (by Lil Wayne)
5. Can’t Stop, Won’t Stop (feat. Lil Wayne)
6. Playtime Is Over
7. The Jump Off
8. Click Clack
9. 40 Bars
10. Dilly Dally
11. Warning
12. N.I.G.G.A.S (feat. Angel De-Mar)
13. Sunshine ‘07 (feat. Gravy)
14. Letcha Go (feat. Angel De-Mar)
15. Sticks In My Bun
16. I'm Cumin
17. Freestyle
18. Hood Story
19. Ease Up (feat. Ru Spits)
20. Encore '07
Sucka Free (April 12, 2008) ↗
1. President Carter Speaks
2. Sunshine (feat. Babyface & Lil Wayne)
3. Set It Off (feat. Swizz Beatz)
4. Brraaattt (feat. Ransom)
5. Higher Than a Kite (feat. Lil Wayne)
6. Grindin’ Freestyle
7. Curious George
8. Sucka Free '08 (by Lil Wayne)
9. Baddest Bitch
10. Freaky Girl (Wanna Minaj?) (feat. Gucci Mane & Lil Kim)
11. Doin' It Well (feat. Jadakiss)
12. Cuchi Shop
13. Hundred Million Dollaz (by Lil Wayne)
14. Young Money Ballaz (feat. Lil Wayne)
15. Sweetest Girl (Remix) (Wyclef Jean, Lil Wayne, Akon & Niia)
16. Firm Biz '08 (feat. Jadakiss)
17. Dead Wrong
18. Long Time Comin (feat. Ransom)
19. Womp Womp
20. Whos Ya Best MC?
21. Autobiography
22. Lollipop (Remix) (with Lil Wayne & Static Major)
23. Biggest Freak (with Rick Ross & T-Pain)
Beam Me Up Scotty (April 18, 2009) ↗
1. Intro
2. I Get Crazy (feat. Lil Wayne)
3. Itty Bitty Piggy
4. Kill Da DJ
5. Mind On My Money (feat. Busta Rhymes & Brinx)
6. Nicki Minaj Speaks #1
7. Slumber Party (feat. Gucci Mane)
8. Shopaholic (feat. Gucci Mane, Bobby V & F1JO)
9. Go Hard (feat. Lil Wayne)
10. Nicki Minaj Speaks #2
11. Best I Ever Had (Remix) (with Drake)
12. Handstand (with Shanell)
13. Keys Under Palm Trees
14. Get Silly
15. Easy (feat. Gucci Mane & Rocko)
16. Five-O (feat. Gudda Gudda & Jae Millz)
17. Nicki Minaj Speaks #3
18. Envy
19. Can Anybody Hear Me
20. Still I Rise
21. I Feel Free (with Ricky Blaze, Red Cafe & Ron Browz)
22. Outro
23. Beam Me Up Scotty — Listed as “Bonus Track” on the original mixtape.Studio AlbumsPink Friday (2010)Pink Friday: Roman Reloaded (2012)The Re-Up (2012)The Pinkprint (2014)Queen (2018)Beam Me Up Scotty (2021)NM5 (2022)Pink Friday (November 22, 2010) ↗
1. I'm The Best
2. Roman's Revenge (feat. Eminem)
3. Did It On 'Em
4. Right Thru Me / Right Thru Me (Clean Version)
5. Fly (feat. Rihanna)
6. Save Me
7. Moment 4 Life (feat. Drake)
8. Check It Out / Check It Out (Clean Version) (with will.i.am)
9. Blazin (feat. Kanye West)
10. Here I Am
11. Dear Old Nicki
12. Your Love
13. Last Chance (feat. Natasha Bedingfield)
14. Super Bass / Super Bass (Clean Version)
15. Blow Ya Mind *Deluxe bonus track.
16. Muny *Deluxe bonus track
17. Girls Fall Like Dominoes *Deluxe bonus track.
18. Wave Ya Hand *Deluxe bonus track.
19. Catch Me *Deluxe bonus track.
20. Roman's Revenge 2.0 (feat. Lil Wayne) *Deluxe bonus track.
Pink Friday: Roman Reloaded (April 2, 2012) ↗
1. Roman Holiday
2. Come on a Cone
3. I Am Your Leader (feat. Cam’ron & Rick Ross)
4. Beez In The Trap / Beez In The Trap (Clean Version) (feat. 2 Chainz)
5. HOV Lane
6. Roman Reloaded (feat. Lil Wayne)
7. Champion (feat. Drake, Jeezy & Nas)
8. Right By My Side (feat. Chris Brown)
9. Sex in the Lounge (feat. Bobby V & Lil Wayne)
10. Starships / Starships (Clean Version)
11. Pound the Alarm
12. Whip It
13. Automatic
14. Beautiful Sinner
15. Marilyn Monroe
16. Young Forever
17. Fire Burns
18. Gun Shot (feat. Beenie Man)
19. Stupid Hoe
20. Turn Me On (with David Guetta) *Deluxe bonus track.
21. Va Va Voom *Deluxe bonus track.
22. Masquerade *Deluxe bonus track.
23. Press Conference *iTunes bonus track.
Pink Friday: Roman Reloaded, The Re-Up  (November 19, 2012) ↗
1. Up In Flames
2. Freedom
3. Hell Yeah (feat. Parker Ighile)
4. High School (feat. Lil Wayne)
5. I'm Legit (feat. Ciara)
6. I Endorse These Strippers (feat. Brinx & Tyga)
7. The Boys (with Cassie)
8. Va Va Voom
The Pinkprint (December 12, 2014) ↗
1. All Things Go / All Things Go (Target Version)
2. I Lied / I Lied (Target Version)
3. The Crying Game / The Crying Game (Target Version) (feat. Jessie Ware)
4. Get On Your Knees / Get On Your Knees (Clean Version) (feat. Ariana Grande)
5. Feeling Myself (feat. Beyoncé)
6. Only / Only (Target Version) (feat. Drake, Chris Brown & Lil Wayne)
7. Want Some More
8. Four Door Aventador / Four Door Aventador (Target Version)
9. Favorite / Favorite (Target Version) (feat. Jeremih)
10. Buy A Heart / Buy A Heart (Target Version) (feat. Meek Mill)
11. Trini Dem Girls (feat. Lunchmoney Lewis)
12. Anaconda / Anaconda (Clean) / Anaconda (Target Version)
13. The Night Is Still Young
14. Pills N Potions
15. Bed of Lies / Bed of Lies (Target Version) (feat. Skylar Grey)
16. Grand Piano
17. Big Daddy / Big Daddy (Target Version) (feat. Meek Mill) *Deluxe bonus track.
18. Shanghai *Deluxe bonus track.
19. Win Again *Deluxe bonus track.
20. Truffle Butter (feat. Drake & Lil Wayne) *Deluxe bonus track.
21. Mona Lisa *Deluxe bonus track.
22. Put You In A Room *Deluxe bonus track.
23. Wamables *Deluxe bonus track.
Queen (August 10, 2018) ↗
1. Ganja Burn
2. Majesty (with Labrinth & Eminem)
3. Barbie Dreams
4. Rich Sex (feat. Lil Wayne)
5. Hard White
6. Bed (feat. Ariana Grande)
7. Thought I Knew You (feat. The Weeknd)
8. Run & Hide
9. Chun Swae (feat. Swae Lee)
10. Chun-Li
11. LLC
12. Good Form
13. Nip Tuck
14. 2 Lit 2 Late Interlude
15. Come See About Me
16. Sir
17. Miami
18. Coco Chanel (feat. Foxy Brown)
19. Inspirations Outro
20. FEFE (6ix9ine) *Digital bonus track
21. Barbie Tingz / Barbie Tingz (Clean Version) *Target/Japanese bonus track.
22. Regular Degular *Target/Japanese bonus track.
23. Good Form (Remix) (feat. Lil Wayne) *Deluxe bonus track.
Beam Me Up Scotty (May 14, 2021) ↗ — Re-release.
1. Seeing Green (with Drake & Lil Wayne)
2. Fractions
3. Crocodile Teeth (Remix) (with Skillibeng)
4. Chi-Raq (with G Herbo)
5. Boss Ass Bitch (Remix) (with PTAF)
6. Intro
7. Itty Bitty Piggy
8. I Get Crazy (feat. Lil Wayne)
9. Kill Da DJ
10. Nicki Minaj Speaks
11. Slumber Party (feat. Gucci Mane)
12. Shopaholic (feat. Gucci Mane, Bobby V & F1JO)
13. Gotta Go Hard (feat. Lil Wayne)
14. Nicki Minaj Speaks #2
15. Best I Ever Had (Remix) (with Drake)
16. Keys Under Palm Trees
17. Silly
18. Easy (feat. Gucci Mane & Rocko)
19. Nicki Minaj Speaks #3
20. Envy
21. Can Anybody Hear Me?
22. Still I Rise
23. Beam Me Up Scotty
Pink Friday 2 (December 8th, 2023) ↗
1. Are You Gone Already
2. Barbie Dangerous
3. FTCU
4. Beep Beep
5. Fallin 4 U
6. Let Me Calm Down (feat. J. Cole)
7. RNB (feat. Lil Wayne & Tate Kobang)
8. Pink Birthday
9. Needle (feat. Drake)
10. Cowgirl (feat. Lourdiz)
11. Everybody (feat. Lil Uzi Vert)
12. Big Difference
13. Red Ruby Da Sleeze
14. Forward From Trini (feat. Skellibeng & Skeng)
15. Pink Friday Girls
16. Super Freaky Girl
17. Bahm Bahm
18. My Life
19. Nicki Hendrix (feat. Future)
20. Blessings (feat. Tasha Cobbs Leonard)
21. Last Time I Saw You
22. Just The MemoriesNon-Album / Promotional Singles2010
Massive Attack
2011
Roman in Moscow
2014
Lookin Ass
Chi-Raq (with G Herbo)
Yasss Bish (feat. Soulja Boy)
2016
The Pinkprint Freestyle
2017
No Frauds (with Drake & Lil Wayne)
Changed It (with Lil Wayne)
Regret In Your Tears
2019
Barbie Drip
Barbie Goin Bad
Bust Down Barbiana
Suge (Remix) (DaBaby)
2020
Yikes
2022
Do We Have A Problem? (with Lil Baby)
Bussin (with Lil Baby)
We Go Up (feat. Fivio Foreign)
We Go Up (Extended) (feat. Fivio Foreign)
Super Freaky Girl
Super Freaky Girl (Roman Remix)
Super Freaky Girl (Queen Mix) (with JT & BIA, feat. Katie Got Bandz, Akbar V & Maliibu Miitch)
Likkle Miss (The Fine Nine Remix) (with Skeng, feat. Spice, Destra, Patrice Roberts, Lady Leshurr, Pamputtae, Dovey Magnum, Lisa Mercedez & London Hill)
Tukoh Taka (feat. Maluma & Myriam Fares)
2023
Red Ruby Da Sleeze
Red Ruby Da Sleeze (Sped Up)
Barbie World (with Ice Spice)
Barbie World (Extended) (with Ice Spice)As Featured ArtistNote: An asterisk (*) next to a song title denotes that the feature remains unreleased on streaming. You can also view this list here.
2003
Batman* (with The Hood$tars)
Throw Your Hands Up In The Air (HOT 97 Freestyle)* (with The Hood$tars)
It’s My Party* (with The Hood$tars)
2004
I Might* (Angel De-mar)
Who Run This?* (Angel De-mar)
Who Run This? (Studio Acapella)* (Angel De-mar)
Who Run This Motherfucker?* (The Hood$tars)
Don't Mess With (Jim Johnston & The Hood$tars)
La-Dee-Da-Dee (We Like To Party)* (with Park Slope & The Hood$tars)
2006
Affirmative Action* (Gravy)
Not at All* (Ru Spits)
Watch What You Say* (Ru Spits)
2007
Monstars Biz* (Gravy)
Intro (Dirty Money What)* (DJ Whiteowl)
The Hottest Out* (DJ Whiteowl)
Freestyle* (DJ Whiteowl)
Dedicated 2 The Streets* (DJ Whiteowl)
The Tape Is Crazy (Interlude)* (DJ Whiteowl)
Freestyle (feat. Lil Wayne)* (DJ Whiteowl)
It’s Going Down* (DJ Whiteowl)
Don't Stop, Won't Stop* (Lil Wayne)
Do You Like It Like That?* (Ransom)
I Just Borrow* (Ru Spits)
Money Ain’t A Thing* (Stack Bundles)
2008
Pamper Me* (Angel De-mar)
Make It Last Forever (Remix)* (Ciara)
*Ucci *Ucci (Enur)
One Night Only* (Jason Kay)
Miss Independent (Remix)* (Ne-Yo)
Big Bidness* (Ransom)
Minaj Et Trois (SAS)
Single Ladies (Remix)* (Beyoncé)
2009
TEMPO* (Ashley)
Grindin' Making Money (Birdman)
Fuck U Silly* (Cassie)
Tempo* (Cymphonique)
Strippin' in the Club* (DJ Diamonds Kuts)
Get wit It* (DJ Esudd)
Chocolate Legs (Remix)* (Eric Benét)
New York Minute (Remix)* (French Montana)
Girls Kissing Girls (Gucci Mane)
Sex in Crazy Places (Gucci Mane)
A Failure (Pussy Nigga) (Gucci Mane)
A Failure (Pussy Nigga) * (Gucci Mane)
Nicki Minaj Checks In (Gucci Mane & DJ Rell)
Nicki Minaj Checks In 2 (Gucci Mane & DJ Rell)
Lemonade (Remix)* (Gucci Mane)
Always Love You* (Gudda Gudda)
Dopeman (Jabari)
Lollipop Luxury (Jeffree Star)
BET Cypher 2009* (Joe Budden)
Where's Wayne (Young Money)
Old Enough (Remix)* (Lil Twist)
Sweet Dreams (Remix)* (Beyoncé, Lil Wayne)
Thinking to Myself* (Lil Wayne)
Take It Off (Lloyd)
Up Out My Face (Remix) (Mariah Carey)
Break Up (Remix) (Mario)
Ponytail (Mýa)
Lookin' at Me (Pearl Future)
Xcellent* (Pritty Boy)
1234 (Randall Rock)
Shakin' It 4 Daddy (Robin Thicke)
20 Dollars (Remix) (Ron Browz)
SupaHot (Sonny Rich)
Wanna Balla (Gucci Mane)
All About the Benjamins* (Stack Bundles)
Diamonds on My Neck* (Supplya)
Automatic (Teairra Marí)
5 Star Chick (Yo Gotti)
Fuck Da Bullshit (Young Money)
BedRock (Young Money)
Girl You Know (BedRock) * (Young Money)
Roger That (Young Money)
Streets Is Watchin’ (Young Money)
Finale (Young Money)
Birds* (Yung Joc)
I Bought That* (Yung Ralph)
2010
Stilettos and T-Shirt (Remix)* (Bobby V)
Cupid’s Got A Gun* (Shanell)
Kiss My Ass* (Bow Wow)
Woohoo (Christina Aguilera)
Hello Good Morning (Remix) (Diddy)
All I Do Is Win (Remix) (DJ Khaled)
Up All Night (Drake)
For the Money* (Fabolous)
Coca Coca (Gucci Mane)
Haterade (Gucci Mane)
Hold Yuh (Remix) (Gyptian)
I Think She Likes Me* (Jadakiss)
Harajuku Forecast (Jae Millz)
Nicki Minaj Speaks (Jae Millz)
In My Head (Remix) (Jason Derulo)
2012 (It Ain't the End) (Jay Sean)
Monster (Kanye West)
Monster (Demo)* (Kanye West)
Dark Fantasy (Kanye West)
I Ain't Thru (Keyshia Cole)
Get Low 4 Me (Remix) (Lalo the Don)
What's Wrong With Them (Lil Wayne)
YM Salute (Lil Wayne)
Knockout (Lil Wayne)
My Chick Bad (Ludacris)
Mean Walk (Miss Daja)
Raining Men (Rihanna)
Get It All (Sean Garrett)
Letting Go (Dutty Love) (Sean Kingston)
Bottoms Up (Trey Songz)
Dang a Lang (Trina)
Little Freak (Usher)
TEQKILLA (Lost My Fone Out wiv Nicki Minaj Remix)* (M.I.A.)
2011
Dance (A$$)  (Big Sean)
Y. U. Mad (Birdman)
Till the World Ends Remix (Britney Spears)
Where Them Girls At (David Guetta)
Turn Me On (David Guetta)
Bought the Bar* (DJ Webstar)
Make Me Proud (Drake)
Feel Inside (Remix)* (Mary J. Blige)
You the Boss (Rick Ross)
Born to be Wild (Sean Kingston)
I Love You* (Soulja Boy, Bobby V)
The Creep (The Lonely Island)
Change Change (Verbal)
Fireball (Willow Smith)
Next Round* (Natasha Bedingfield)
2012
Give Me All Your Luvin' (Madonna)
Muthafucka Up (Tyga)
I Don't Give A (Madonna)
Take It to the Head (DJ Khaled)
Out of My Mind (BoB)
Get Low (Waka Flocka Flame)
Born Stunna (Remix) (Birdman)
I Luv Dem Strippers (2 Chainz)
Mercy (Lil Wayne)
Girl on Fire (Inferno) (Alicia Keys)
Beauty and a Beat (Justin Bieber)
2013
Freaks (French Montana)
Lay It Down (Lil Wayne)
Tonight I'm Getting Over You (Remix) (Carly Rae Jepsen)
Somebody Else (Mario)
I'm Out (Ciara)
Twerk It (Remix) (Busta Rhymes)
Get Like Me (Nelly)
Livin' It Up (Ciara)
Love More (Chris Brown)
Tapout (Rich Gang)
I Wanna Be With You (DJ Khaled)
Rich Friday (DJ Clue)
Give It All to Me (Mavado)
MILF (Big Sean)
Clappers (Wale)
Entertainment 2.0 (Sean Paul)
Hands Up (Swizz Beatz)
Dope Dealer (Meek Mill)
I Be On That (Meek Mill)
Boss Ass Bitch (Remix) (PTAF)
2014
My Nigga (Remix) (YG)
Danny Glover (Remix) (Young Thug)
Animales (Romeo Santos)
Senile (Young Money)
She Came to Give It to You (Usher)
Rock Star* (Future)
No Love (Remix) (August Alsina)
Bang Bang (Jessie J)
Flawless (Remix) (Beyoncé)
Low (Juicy J)
Touchin, Lovin (Trey Songz)
True Colors (Wiz Khalifa)
No Flex Zone (Remix) (Rae Sremmurd)
So Bad (Cam'ron)
Throw Sum Mo (Rae Sremmurd)
2015
Sugar (Remix) (Maroon 5)
Hey Mama (David Guetta)
Bitch I'm Madonna (Madonna)
All Eyes On You (Meek Mill)
Angel (with DJ Prostyle & Jeremih)
Bad For You (Meek Mill)
The Hills (Remix) (The Weeknd)
Doin It Well (Fabolous)
Make A Miracle (Rico Bernasconi & Lotus)
2016
Down In the DM (Remix) (Yo Gotti)
No Broken Hearts (Bebe Rexha)
Side to Side (Ariana Grande)
Make Me Feel (Akon)
Don’t Hurt Me (with Mustard & Jeremih)
Do You Mind (DJ Khaled)
Back Together (Robin Thicke)
Froze (Meek Mill)
You Know (Meek Mill)
Black Barbies (with Mike WiLL Made-It)
Like a Star (Fetty Wap)
Like a Star (Demo)* (Fetty Wap)
Remember Me* (Parker Ighile)
2017
Run Up (Major Lazer)
Run Up (Demo)* (Major Lazer)
Bom Bidi Bom (with Nick Jonas)
Swalla (Jason Derulo & Ty Dolla $ign)
Make Love (with Gucci Mane)
Light My Body Up (David Guetta)
Kissing Strangers (DNCE)
Swish Swish (Katy Perry)
Rake It Up (Yo Gotti)
Realize (2 Chainz)
I Can't Even Lie (DJ Khaled)
Nobody (DJ Khaled)
Skrt on Me (Calvin Harris)
You Da Baddest (Future)
Kissing Strangers (Remix) (DNCE & Luis Fonsi)
No Flag (London on da Track)
I'm Getting Ready (Tasha Cobbs Leonard)
You Already Know (Fergie)
You Already Know (Demo) (Fergie)
MotorSport (Migos & Cardi B)
MotorSport (Demo)* (Migos & Cardi B)
The Way Life Goes (Remix) (Lil Uzi Vert)
Krippy Kush (Remix) (Rvssian, Farruko & Bad Bunny)
She For Keeps (Quality Control)
Plain Jane (Remix) (A$AP Ferg)
Krippy Kush (Travis Scott Remix) (Rvssian, Farruko, Travis Scott & Bad Bunny)
5 Star (Lil Wayne)
2018
All Night (Ice Mic)
Anybody (Young Thug)
Anybody (Demo)* (Young Thug)
Ball For Me (Post Malone)
Ball For Me (Demo)* (Post Malone)
Poke It Out (Playboi Carti)
Poke It Out (Demo)* (Playboi Carti)
Big Bank (YG)
The light is coming (Ariana Grande)
The light is coming (Demo)* (Ariana Grande)
Boo'd Up (Remix) (Ella Mai and Quavo)
Goodbye (Jason Derulo and David Guetta)
IDOL (Remix) (BTS)
Dark Side of the Moon (Lil Wayne)
Woman Like Me (Little Mix)
Transformer (Future)
Dip (with Tyga)
No Candle No Light (ZAYN)
Runnin (with A$AP Rocky and A$AP Ferg)
MAMA (6ix9ine)
Touch Down (Remix) (Stylo G)
Familia (with Anuel AA)
Never Really Mattered* (Lil Wayne)
Arctic Tundra (The Girl With the Blonde Hair)*  (Juice WRLD)
Shooters (Remix)* (Tony Lanez)
Friendship Song* (Saturday Night Live)
FEFE (6ix9ine)
2019
Dumb Blonde (Avril Lavigne)
Wobble Up (Chris Brown)
BAPS (Trina)
Slide Around (Chance the Rapper)
Zanies and Fools (Chance the Rapper)
Extravagant (Lil Durk)
Hot Girl Summer (Megan Thee Stallion)
Welcome to the Party (Remix) (Pop Smoke)
Fendi (PnB Rock and Murda Beatz)
IPHONE (with DaBaby)
Bad to You (with Ariana Grande & Normani)
Tusa (with KAROL G)
Tusa (English Version)* (with KAROL G)
New Body* (Kanye West & Ty Dolla $ign)
Cap Backwards* (Swae Lee)
Bad Like We (Demo)* (Wiley)
2020
Nice to Meet Ya (Meghan Trainor)
Not Sorry (Rich The Kid)
Say So (Remix) (Doja Cat)
Say So (Remix)  (Doja Cat)
TROLLZ (with 6ix9ine)
TROLLZ (Alternate Version) (with 6ix9ine)
Blue Cash (Remix)* (Young Thug & Juice WRLD)
Move Ya Hips (A$AP Ferg)
Expensive (Ty Dolla $ign)
Oh My Gawd (Mr Eazi & Major Lazer)
Whole Lotta Choppas (Remix) (Sada Baby)
What That Speed Bout!? (with Mike WiLL Made-It & YoungBoy Never Broke)
Holy Ground (Davido)
2021
For the Love of New York (Polo G)
WHOLE LOTTA MONEY (Remix) (BIA)
Boyz (Jesy Nelson)
Always Love You (Elton John & Young Thug)
She Make It Clap (Remix)* (Soulja Boy)
2022
Blick Blick (with Coi Leray)
Likkle Miss (with Skeng)
Love In The Way (with Yung Bleu)
Bad Like We (with Wiley, Popcaan & Dyo)
I Admit (YoungBoy Never Broke Again)
2023
Shake the Place (Remix) (with Destra & Machel Montano)
WTF (with YoungBoy Never Broke Again)
Princess Diana (with Ice Spice)
Princess Diana (Extendo Clip) (with Ice Spice)
Alone (Kim Petras)
Alone (Extended) (Kim Petras)
Alone (2.0) (Kim Petras)
Pound Town 2 (with Sexyy Red & Tay Keith)
Money (Young Thug & Juice WRLD)
Endless Fashion (Lil Uzi Vert)
Unknown Years
La La Means I Love You (with The Hood$tars)
You, Me, Him & Her* (with The Hood$tars)
Take That (Lean Back Freestyle)* (with The Hood$tars)
Are U Ready?* (with The Hood$tars)
Nigga Please* (with The Hood$tars)
Hands Up* (with The Hood$tars)
Danger Zone* (Alex Charm)
Gimme Money* (Ester Dean)
Get ‘Em Girls (Remix)* (Jessica Mauboy)
I Just Borrow* (Ru Spits)Unreleased SongsNote: An asterisk (*) next to a song title denotes that the song remains unleaked. You can also view this list in alphabetical order here.
2008:
Beef Stew
Big Bidness (Solo Mix)
I Get Money (Remix)
I’m Back
2009:
Cypher ‘09
I Get Crazy (Original Mix) (feat. Lil Wayne)
2010:
Everywhere We Go (feat. Lil Kim)
Gettin’ Paid
Girlfriend
Saxon
That's What's Up
Check It Out (Special Mix) (with will.i.am)
Blazin’ (Demo) (feat. Kanye West)
Blow Ya Mind (Demo)
I Feel Pretty (Roman’s Revenge)  (feat. Eminem)
Roman’s Revenge (Busta Rhymes Remix) (feat. Busta Rhymes)
Your Love (Demo)
Your Love (Remix) (feat. Jay Sean)
Your Love (Remix) (feat. Sean Paul)
Your Love (Remix) (feat. Gyptian)
2011:
We Miss You
2012
Bring It Back (Leaked w/ “Pink Friday: The Lost Tapes”)
Here and There (Girl You Bad) (Leaked w/ “Pink Friday: The Lost Tapes”)
I Got Next (Leaked w/ “Pink Friday: The Lost Tapes”)
I Love My Range Rover (Leaked w/ “Pink Friday: The Lost Tapes”)
Letter to Lil’ Wayne (Leaked w/ “Pink Friday: The Lost Tapes”)
Love Me (Leaked w/ “Pink Friday: The Lost Tapes”)
Make a Baby (Leaked w/ “Pink Friday: The Lost Tapes”)
Put It On Ya (Leaked w/ “Pink Friday: The Lost Tapes”)
Zonin’ (Leaked w/ “Pink Friday: The Lost Tapes”)
2014:
Anaconda (Demo)
Murda Murda
2016:
Ain't Gone Do It
2018:
Sorry (feat. Nas)
Unknown* (feat. Madonna)
2019:
Miss Me*
Unknown* (feat. Ms. Banks)
2020:
Good Luck
2021:
Big Barbie
2023:
Girl With The Blond Hair (Arctic Tundra) Remix (Juice WRLD)
Unknown Year:
Ice Cream Man
London Bridge (Hot 97 Freestyle)
Monsé*
Real Pimpin’
So Special
Top Of The World
Tragedy
Goody Gyal*1Embed"
abcdefu (angrier),GAYLE,"9 Contributors​abcdefu (angrier) Lyrics
I swear I meant to mean the best when it ended
Even tried to bite my tongue when you start shit
Now you're textin' all my friends asking questions
They never even liked you in the first place
Dated a girl that I hate for the attention
She only made it two days, what a connection
It's like you'd do anythin' for my affection
You're goin' all about it in the worst ways

I was into you, but I'm over it now
And I was tryna be nice
But nothing's getting through, so let me spеll it out

A-B-C-D-E, fuck you
And your mom and your sister and your job
And your broke-ass car and that shit you call art
Fuck you and your friends that I'll nеver see again
Everybody but your dog, you can all fuck off

Na-na-na-na, na-na-na-na
A-B-C-D-E, fuck you
See GAYLE LiveGet tickets as low as $73You might also like
You said you just needed space and so I gave it
When I had nothin' to say, you couldn't take it
Told everyone I'm a bitch, so I became it
Always had to put yourself above me

I was into you, but I'm over it now
And I was tryna be nice
But nothing's getting through, so let me spell it out

A-B-C-D-E, fuck you
And your mom and your sister and your job
And your craigslist couch and the way your voice sounds
Fuck you and your friends that I'll never see again
Everybody but your dog, you can all fuck off

Na-na-na-na, na-na-na-na
A-B-C-D-E, fuck off
Na-na-na-na, na-na-na-na
A-B-C-D-E, fuck you

And your mom and your sister and your job
And your broke-ass car and that shit you call art
Fuck you and your friends that I'll never see again
Everybody but your dog, you can all fuck off6Embed"
